feature,coef,std_err,t_stat,p_value,significant
const,10.333408936349288,0.44800548783881355,23.06536240481749,5.921408066264762e-106,True
month,0.017702144531439562,0.022299004690954683,0.7938535722457702,0.4273634738132419,False
weekday,0.016328624223706574,0.03755343620588385,0.43481038949900985,0.6637413031836142,False
hour,-0.23394299859155876,0.03104956687251946,-7.5345011913390305,7.030366964980143e-14,True
n_items,0.0011438248394593262,0.00015768229626283718,7.253983906682266,5.523141082777733e-13,True
n_distinct_products,0.2510473459743239,0.043505804921212664,5.770433311806572,8.985067049870404e-09,True
n_lines,-0.173510264565906,0.04052470677224243,-4.281592104813268,1.9326318685042068e-05,True
