feature,coef,odds_ratio
purchase_baskets,0.9662978450340016,2.628196435654926
net_total,0.8449716134977102,2.327911732360597
n_events,0.7113160329136653,2.0366698202402533
avg_basket_gross,-0.003439999120021253,0.9965659108981902
return_rate_value,-0.02702268565498033,0.9733391604375032
gross_total,-0.5575200205472836,0.5726274085963439
recency_days,-0.6403286022742816,0.5271191830185528
